"DESCRİPTİON","DURATİON İN MS","NAME","PARENT SUİTE","START TİME","STATUS","STOP TİME","SUB SUİTE","SUİTE","TEST CLASS","TEST METHOD"
"Giriş yapıldıktan sonra belirli ürün seçenekleri seçilerek ödeme adımına gidilir","107309","loginTest","Default Suite","Sun Jan 19 02:55:51 EET 2025","passed","Sun Jan 19 02:57:38 EET 2025","tests.LoginTest","lcw-test-automation-project","tests.LoginTest","loginTest"
